Geographic Area,City,percent_completed_hs,poverty_rate
AK,Mendeltna CDP,100,0
AK,Mentasta Lake CDP,70.1,57.3
AK,Mertarvik CDP,-,-
AK,Metlakatla CDP,91,12
AK,Minto CDP,77.6,19.1
AK,Moose Creek CDP,85.6,2.1
AK,Moose Pass CDP,94.1,14.9
AK,Mosquito Lake CDP,89.6,9.5
AK,Mountain Village city,77.8,29
AK,Mud Bay CDP,95.4,0
AK,Nabesna CDP,-,-
AK,Naknek CDP,93.6,3.9
AK,Nanwalek CDP,98,60.5
AK,Napakiak city,72.6,53.1
AK,Napaskiak city,76,28.3
AK,Naukati Bay CDP,70.4,40.6
AK,Nelchina CDP,82.7,22.4
AK,Nelson Lagoon CDP,57.5,7.1
AK,Nenana city,78.9,15.3
AK,New Allakaket CDP,72.2,28.1
AK,Newhalen city,92.8,17.7
AK,New Stuyahok city,75.9,30.8
AK,Newtok CDP,72.6,42.3
AK,Nightmute city,66.4,26.6
AK,Nikiski CDP,91.9,8.3
AK,Nikolaevsk CDP,84.8,21.8
AK,Nikolai city,76.3,21.1
AK,Nikolski CDP,92.3,32.4
AK,Ninilchik CDP,94.5,10.8
AK,Noatak CDP,84.9,24.4
AK,Nome city,92.6,11.3
AK,Nondalton city,84.7,39.6
AK,Noorvik city,75.3,37.2
AK,North Pole city,92.1,7.5
AK,Northway CDP,86.3,21.4
AK,Northway Junction CDP,93.3,46.9
AK,Northway Village CDP,62.9,50
AK,Nuiqsut city,65.2,6.2
AK,Nulato city,82.8,27.6
AK,Nunam Iqua city,62.3,16.3
AK,Nunapitchuk city,73.6,43.9
AK,Old Harbor city,73.4,18.8
AK,Oscarville CDP,60,27.3
AK,Ouzinkie city,76.7,21.3
AK,Palmer city,91.3,11.5
AK,Paxson CDP,100,0
AK,Pedro Bay CDP,90.9,8.3
AK,Pelican city,78.7,0
AK,Perryville CDP,71.7,33.7
AK,Petersburg CDP,93.6,10.8
AK,Petersville CDP,-,-
AK,Pilot Point city,68.8,35.8
AK,Pilot Station city,72.6,39.3
AK,Pitkas Point CDP,77.6,25.7
AK,Platinum city,66.7,40.5
AK,Pleasant Valley CDP,100,11.9
AK,Point Baker CDP,100,78
AK,Point Hope city,83.6,17.6
AK,Point Lay CDP,75.7,19
AK,Point MacKenzie CDP,89,9
AK,Point Possession CDP,-,-
AK,Pope-Vannoy Landing CDP,-,-
AK,Portage Creek CDP,-,-
AK,Port Alexander city,100,0
AK,Port Alsworth CDP,94.7,2.1
AK,Port Clarence CDP,100,-
AK,Port Graham CDP,93.2,28.2
AK,Port Heiden city,90,0
AK,Port Lions city,85,20.8
AK,Port Protection CDP,100,39
AK,Primrose CDP,100,8.2
AK,Prudhoe Bay CDP,96.4,3.9
AK,Quinhagak city,66.7,38
AK,Rampart CDP,0,0
AK,Red Devil CDP,66.7,31.8
AK,Red Dog Mine CDP,90.9,0
AK,Ridgeway CDP,96.4,9.6
AK,Ruby city,83.2,33.2
AK,Russian Mission city,76.2,33.3
AK,St. George city,91.1,11.3
AK,St. Mary's city,84,20.8
AK,St. Michael city,79.2,38
AK,St. Paul city,82.1,14.8
AK,Salamatof CDP,87.5,14.9
AK,Salcha CDP,97.5,9.8
AK,Sand Point city,84.6,18.2
AK,Savoonga city,61.4,48.4
AK,Saxman city,87.1,15.2
AK,Scammon Bay city,74.9,44.1
AK,Selawik city,66.2,29.9
AK,Seldovia city,95.5,9.5
AK,Seldovia Village CDP,92.6,10.9
AK,Seward city,93.9,8.4
AK,Shageluk city,87.1,25.6
AK,Shaktoolik city,80.6,23.3
AK,Shishmaref city,79.9,42.8
AK,Shungnak city,69.3,28.8
AK,Silver Springs CDP,90.7,7.7
AK,Sitka city and borough,92.8,9
AK,Skagway CDP,97.2,4.6
AK,Skwentna CDP,100,26.2
AK,Slana CDP,73.1,92.9
AK,Sleetmute CDP,75.6,33.7
AK,Soldotna city,93.6,5.2
AK,South Naknek CDP,76.4,12.7
AK,South Van Horn CDP,82.1,29.6
AK,Stebbins city,74.3,29.3
AK,Steele Creek CDP,95.3,3.1
AK,Sterling CDP,94.5,10.1
AK,Stevens Village CDP,80,72
AK,Stony River CDP,50,62.5
AK,Sunrise CDP,100,0
AK,Susitna CDP,-,-
AK,Susitna North CDP,88.7,14.3
AK,Sutton-Alpine CDP,84.5,28.6
AK,Takotna CDP,82.8,32.7
AK,Talkeetna CDP,88.3,6.7
AK,Tanacross CDP,79.3,30.7
AK,Tanaina CDP,92.3,12.2
AK,Tanana city,86.1,4.2
AK,Tatitlek CDP,86.3,12.8
AK,Tazlina CDP,90.1,14.5
AK,Teller city,65.2,39.4
AK,Tenakee Springs city,95.9,2
AK,Tetlin CDP,82.8,38.1
AK,Thorne Bay city,95.9,13.4
AK,Togiak city,75.3,23.5
AK,Tok CDP,91,16.8
AK,Toksook Bay city,75.6,14.6
AK,Tolsona CDP,-,-
AK,Tonsina CDP,100,0
AK,Trapper Creek CDP,94.3,21.8
AK,Tuluksak CDP,74.4,74.7
AK,Tuntutuliak CDP,64.1,42
AK,Tununak CDP,81.7,32.9
AK,Twin Hills CDP,74.5,29.5
AK,Two Rivers CDP,100,0
AK,Tyonek CDP,93.3,21
AK,Ugashik CDP,100,0
AK,Unalakleet city,93.2,14.9
AK,Unalaska city,82.8,7.6
AK,Upper Kalskag city,76.6,18.3
AK,Valdez city,96.1,9.4
AK,Venetie CDP,62.4,53.1
AK,Wainwright city,80.8,18.2
AK,Wales city,78,34.8
AK,Wasilla city,91.8,11.7
AK,Whale Pass CDP,100,0
AK,White Mountain city,85.4,34.3
AK,Whitestone CDP,69.9,6
AK,Whitestone Logging Camp CDP,-,-
AK,Whittier city,91.1,11.2
AK,Willow CDP,89.5,13.4
AK,Willow Creek CDP,100,0
AK,Wiseman CDP,100,0
AK,Womens Bay CDP,94.1,13.8
AK,Wrangell city and borough,90.2,11.8
AK,Yakutat CDP,93.9,5.9
AZ,Aguila CDP,26.1,57.4
AZ,Ajo CDP,80,33.6
AZ,Ak Chin CDP,100,12.1
AZ,Ak-Chin Village CDP,59.8,54.5
AZ,Alamo Lake CDP,100,0
AZ,Ali Chuk CDP,82.4,73.2
AZ,Ali Chukson CDP,56.8,17.6
AZ,Ali Molina CDP,73,62.6
AZ,Alpine CDP,86.3,20
AZ,Amado CDP,69.9,0
AZ,Anegam CDP,81.6,49.4
AZ,Antares CDP,60.9,40.7
AZ,Anthem CDP,96.7,2.9
AZ,Apache Junction city,85.5,24
AZ,Arivaca CDP,90.4,16.4
AZ,Arivaca Junction CDP,78,30.3
AZ,Arizona City CDP,90.3,17.7
AZ,Arizona Village CDP,72.4,33.7
AZ,Arlington CDP,65.6,0
AZ,Ash Fork CDP,68.5,74.8
AZ,Avenue B and C CDP,49.9,43.7
AZ,Avondale city,79,18.6
AZ,Avra Valley CDP,87.2,13.3
AZ,Aztec CDP,100,0
AZ,Bagdad CDP,86.7,3.6
AZ,Bear Flat CDP,100,0
AZ,Beaver Dam CDP,73,29.2
AZ,Beaver Valley CDP,90.9,0
AZ,Benson city,88,22.1
AZ,Beyerville CDP,56.4,45.1
AZ,Bisbee city,87.3,29.1
AZ,Bitter Springs CDP,59.7,49.4
AZ,Black Canyon City CDP,90.4,14.7
AZ,Blackwater CDP,67.7,61
AZ,Bluewater CDP,80.2,12.1
AZ,Bouse CDP,84.8,8
AZ,Bowie CDP,58.3,21.6
AZ,Brenda CDP,77.9,11
AZ,Bryce CDP,100,15.3
AZ,Buckeye town,84.3,14.8
AZ,Buckshot CDP,50,0
AZ,Bullhead City city,82.7,19.7
AZ,Burnside CDP,79,45.3
AZ,Bylas CDP,72.3,56.9
AZ,Cactus Flats CDP,93.4,26.6
AZ,Cactus Forest CDP,100,8
AZ,Cameron CDP,71.1,38.2
AZ,Campo Bonito CDP,100,0
AZ,Camp Verde town,83.9,25.4
AZ,Cane Beds CDP,100,16.9
AZ,Canyon Day CDP,73.4,43.8
AZ,Carefree town,99.4,9.6
AZ,Carrizo CDP,53.2,65.9
AZ,Casa Blanca CDP,63.6,60.3
AZ,Casa Grande city,86.4,16.9
AZ,Casas Adobes CDP,92.8,9.6
AZ,Catalina CDP,90.5,10
AZ,Catalina Foothills CDP,98,6
AZ,Cave Creek town,96.6,5.8
AZ,Cedar Creek CDP,70.4,52.9
AZ,Centennial Park CDP,80.3,41
AZ,Central CDP,88.2,6.4
AZ,Central Heights-Midland City CDP,72.2,19.8
AZ,Chandler city,91.5,10
AZ,Charco CDP,37.5,68.8
AZ,Chiawuli Tak CDP,100,0
AZ,Chilchinbito CDP,76.4,59.2
AZ,Chinle CDP,83.1,38.8
AZ,Chino Valley town,87,18.3
AZ,Chloride CDP,96.3,29.7
AZ,Christopher Creek CDP,100,37.8
AZ,Chuichu CDP,59,0
AZ,Cibecue CDP,58.2,64.6
AZ,Cibola CDP,49.5,14.8
AZ,Cienega Springs CDP,86.4,23.4
AZ,Citrus Park CDP,93.3,6
AZ,Clacks Canyon CDP,100,0
AZ,Clarkdale town,94.7,6.6
AZ,Claypool CDP,79.3,28.5
AZ,Clay Springs CDP,82.8,67.2
AZ,Clifton town,82.3,9.2
AZ,Colorado City town,43.2,51.5
AZ,Comobabi CDP,55.6,0
AZ,Concho CDP,78.6,0
AZ,Congress CDP,89.5,6.1
AZ,Coolidge city,80.7,27.4
AZ,Copper Hill CDP,100,0
AZ,Cordes Lakes CDP,79.7,25.4
AZ,Cornfields CDP,67.3,54.7
AZ,Cornville CDP,82.5,9.1
AZ,Corona de Tucson CDP,96,1.3
AZ,Cottonwood CDP,84.6,9.6
AZ,Cottonwood city,84.9,19.9
AZ,Cowlic CDP,100,88.9
AZ,Crozier CDP,86.4,12.5
AZ,Crystal Beach CDP,76.5,17.5
AZ,Cutter CDP,100,42.2
AZ,Dateland CDP,84,13.7
AZ,Deer Creek CDP,91.1,18.1
AZ,Del Muerto CDP,40.7,27.4
AZ,Dennehotso CDP,74.4,41.6
AZ,Desert Hills CDP,76.3,32.8
AZ,Dewey-Humboldt town,89,12.1
AZ,Dilkon CDP,73.5,44.4
AZ,Dolan Springs CDP,78.9,30.5
AZ,Doney Park CDP,83,8.4
AZ,Donovan Estates CDP,58.2,15.3
AZ,Douglas city,70.9,32
AZ,Dragoon CDP,83.3,20.4
AZ,Drexel Heights CDP,79.1,23.7
AZ,Dripping Springs CDP,87.4,5.8
AZ,Drysdale CDP,16.4,78.5
AZ,Dudleyville CDP,94.9,14.3
AZ,Duncan town,72.2,28.4
AZ,Eagar town,89.2,18
AZ,East Fork CDP,40.8,47.8
AZ,East Globe CDP,73.7,0
AZ,East Verde Estates CDP,95,22.4
AZ,Ehrenberg CDP,79.1,12.4
AZ,El Capitan CDP,88.5,0
AZ,Elephant Head CDP,96.6,11.7
AZ,Elfrida CDP,69.6,3.4
AZ,Elgin CDP,100,13
AZ,El Mirage city,82.8,19.9
AZ,Eloy city,64.2,36.2
AZ,El Prado Estates CDP,35,26.8
AZ,First Mesa CDP,84.5,39.3
AZ,Flagstaff city,91.3,24.2
AZ,Florence town,75.6,16.8
AZ,Flowing Springs CDP,77,26.2
AZ,Flowing Wells CDP,84.4,23.7
AZ,Fort Apache CDP,82.1,0
AZ,Fort Defiance CDP,86.9,41.8
AZ,Fort Mohave CDP,86.3,9
AZ,Fort Thomas CDP,93.5,0
AZ,Fortuna Foothills CDP,86.6,10.3
AZ,Fort Valley CDP,97,9.1
AZ,Fountain Hills town,96.6,5.8
AZ,Franklin CDP,100,26.5
AZ,Fredonia town,86,19.2
AZ,Freedom Acres CDP,62.3,0
AZ,Gadsden CDP,42.4,19.5
AZ,Ganado CDP,77.8,24.8
AZ,Geronimo Estates CDP,100,0
AZ,Gila Bend town,61.2,27.9
AZ,Gila Crossing CDP,60.6,44.6
AZ,Gilbert town,95.6,6.6
AZ,Gisela CDP,87,49.4
AZ,Glendale city,83.6,21.7
AZ,Globe city,83,19.8
AZ,Gold Canyon CDP,96.2,5.9
AZ,Golden Shores CDP,77.9,7.4
AZ,Golden Valley CDP,81.6,25.1
AZ,Goodyear city,92.1,8.8
AZ,Goodyear Village CDP,78,52.1
AZ,Grand Canyon Village CDP,91.6,39.3
AZ,Grand Canyon West CDP,-,-
AZ,Greasewood CDP,74.4,41.2
AZ,Green Valley CDP,96.4,5.2
AZ,Greer CDP,100,0
AZ,Guadalupe town,61.2,24.8
AZ,Gu Oidak CDP,78.4,0
AZ,Hackberry CDP,88.4,4.3
AZ,Haigler Creek CDP,100,0
AZ,Haivana Nakya CDP,57.8,60.6
AZ,Hard Rock CDP,69.8,18.8
AZ,Hayden town,84,32
AZ,Heber-Overgaard CDP,76.9,24
AZ,Holbrook city,88.5,20.6
AZ,Hondah CDP,81.5,31.4
AZ,Hotevilla-Bacavi CDP,85.2,25.7
AZ,Houck CDP,66,54.1
AZ,Huachuca City town,89.5,32.9
AZ,Hunter Creek CDP,-,-
AZ,Icehouse Canyon CDP,88.1,42.9
AZ,Indian Wells CDP,66.9,43.4
AZ,Jakes Corner CDP,70.7,43.9
AZ,Jeddito CDP,77.4,44.4
AZ,Jerome town,96.9,24.2
AZ,Joseph City CDP,91.6,31.7
AZ,Kachina Village CDP,95.5,11.3
AZ,Kaibab CDP,72.5,29.9
AZ,Kaibito CDP,66.3,39.7
AZ,Kaka CDP,63.2,83.7
AZ,Katherine CDP,94.1,4.9
AZ,Kayenta CDP,86.7,42.5
AZ,Keams Canyon CDP,71.1,21.7
AZ,Kearny town,87.7,21.2
AZ,Kingman city,87,20.7
AZ,Kino Springs CDP,90.6,22.7
AZ,Klagetoh CDP,76.5,46
AZ,Kohatk CDP,0,0
AZ,Kohls Ranch CDP,100,0
AZ,Komatke CDP,58.5,64.5
AZ,Ko Vaya CDP,100,0
AZ,Kykotsmovi Village CDP,96.8,27.8
AZ,Lake Havasu City city,88.5,13.8
AZ,Lake Montezuma CDP,84.8,17.4
AZ,Lake of the Woods CDP,77.9,12.9
AZ,La Paz Valley CDP,77.6,17.1
AZ,Lazy Y U CDP,96.7,11.6
AZ,LeChee CDP,79.8,15.3
AZ,Leupp CDP,75.7,25.5
AZ,Linden CDP,92.4,8.7
AZ,Litchfield Park city,94.2,5.1
AZ,Littlefield CDP,86,0
AZ,Littletown CDP,87.3,22.5
AZ,Lower Santan Village CDP,58.7,76.4
AZ,Low Mountain CDP,66.1,46.7
AZ,Lukachukai CDP,75.2,40.2
AZ,Lupton CDP,100,0
AZ,McConnico CDP,-,-
AZ,McNary CDP,79.6,48.4
AZ,McNeal CDP,95.4,17.2
AZ,Maish Vaya CDP,74.7,45.9
AZ,Mammoth town,63.5,28.5
AZ,Many Farms CDP,81.6,31.8
AZ,Marana town,94.1,5.8
AZ,Maricopa city,91.7,8.1
AZ,Maricopa Colony CDP,69.1,41
AZ,Martinez Lake CDP,100,0
AZ,Mayer CDP,89.2,13.9
AZ,Mead Ranch CDP,100,35.7
AZ,Meadview CDP,89.4,19.4
AZ,Mesa city,87.5,16.5
AZ,Mesa del Caballo CDP,84.3,24.5
AZ,Mescal CDP,87.6,12.2
AZ,Mesquite Creek CDP,83.8,7.5
AZ,Miami town,77.3,21.1
AZ,Miracle Valley CDP,70.9,5
AZ,Moccasin CDP,90.9,18.2
AZ,Moenkopi CDP,91.1,19.9
AZ,Mohave Valley CDP,83.2,24.5
AZ,Mojave Ranch Estates CDP,85.2,41.5
AZ,Morenci CDP,94.3,6.8
AZ,Morristown CDP,96.9,11.3
AZ,Mountainaire CDP,94.9,4
AZ,Munds Park CDP,100,15.9
AZ,Naco CDP,72.1,40.2
AZ,Nazlini CDP,73.1,50.1
AZ,Nelson CDP,83.7,30.4
AZ,New Kingman-Butler CDP,78.2,30.8
AZ,New River CDP,95.3,8.1
AZ,Nogales city,62.6,32.7
AZ,Nolic CDP,-,-
AZ,North Fork CDP,83.8,37.6
AZ,Nutrioso CDP,100,0
AZ,Oak Springs CDP,77.5,38.6
AZ,Oatman CDP,40.8,43.3
AZ,Oljato-Monument Valley CDP,84.7,70.8
AZ,Oracle CDP,86.3,18
AZ,Orange Grove Mobile Manor CDP,13.6,59.9
AZ,Oro Valley town,97.4,5.6
AZ,Oxbow Estates CDP,100,0
AZ,Padre Ranchitos CDP,52.2,74.6
AZ,Page city,86.9,14.4
AZ,Palominas CDP,100,77
AZ,Paradise Valley town,97.4,7.2
AZ,Parker town,80.4,15.4
AZ,Parker Strip CDP,94,11
AZ,Parks CDP,96.2,8.9
AZ,Patagonia town,86.6,29.1
AZ,Paulden CDP,84.8,21.8
AZ,Payson town,88.3,12.7
AZ,Peach Springs CDP,72.3,40.5
AZ,Peeples Valley CDP,94.2,20.3
AZ,Peoria city,92.4,9.2
AZ,Peridot CDP,73.7,40.7
AZ,Phoenix city,80.7,23.1
AZ,Picacho CDP,67.9,26.3
AZ,Picture Rocks CDP,89.6,13.3
AZ,Pima town,87.8,22.5
AZ,Pimaco Two CDP,85.7,10.3
AZ,Pinal CDP,80.9,51
AZ,Pine CDP,94.5,5.9
AZ,Pinedale CDP,87.4,30.6
AZ,Pine Lake CDP,100,20.5
AZ,Pinetop Country Club CDP,97.2,0
AZ,Pinetop-Lakeside town,92.8,22.5
AZ,Pinion Pines CDP,100,0
AZ,Pinon CDP,72.1,29.5
AZ,Pirtleville CDP,42.6,45.2
AZ,Pisinemo CDP,66.8,70.2
AZ,Poston CDP,57.5,25.1
AZ,Prescott city,92.8,15.5
AZ,Prescott Valley town,87.6,18.2
AZ,Quartzsite town,81,10.1
AZ,Queen Creek town,96,8.6
AZ,Queen Valley CDP,95.4,2
AZ,Rainbow City CDP,65.5,28.3
AZ,Rancho Mesa Verde CDP,11.8,31.8
AZ,Red Mesa CDP,81.1,17.6
AZ,Red Rock CDP (Apache County),74.3,46.2
AZ,Red Rock CDP (Pinal County),92.6,11
AZ,Rillito CDP,54.8,88.4
AZ,Rincon Valley CDP,95.1,4.8
AZ,Rio Rico CDP,76.4,15.6
AZ,Rio Verde CDP,97.8,7.1
AZ,Rock House CDP,100,0
AZ,Rock Point CDP,67.9,52.3
AZ,Roosevelt CDP,88.5,11.5
AZ,Rough Rock CDP,88.5,15.9
AZ,Round Rock CDP,67.6,45
AZ,Round Valley CDP,93.7,1.5
AZ,Rye CDP,50,20.5
AZ,Sacate Village CDP,63.6,79.3
AZ,Sacaton CDP,72.9,37.9
AZ,Sacaton Flats Village CDP,73.9,51.7
AZ,Saddlebrooke CDP,98.9,3.6
AZ,Safford city,87.1,16.9
AZ,Sahuarita town,94.6,6.2
AZ,St. David CDP,93.7,6.3
AZ,St. Johns city,84.7,18.3
AZ,St. Johns CDP,75.3,46.4
AZ,St. Michaels CDP,85.6,24.7
AZ,Salome CDP,74.9,27.4
AZ,San Carlos CDP,66.4,55.7
AZ,Sanders CDP,62.9,46.7
AZ,San Jose CDP,75.1,15.8
AZ,San Luis city,41.9,30.2
AZ,San Manuel CDP,87.2,17.1
AZ,San Miguel CDP,94.7,26.5
AZ,San Simon CDP,100,14.5
AZ,Santa Cruz CDP,-,-
AZ,San Tan Valley CDP,90.2,15.3
AZ,Santa Rosa CDP,72.7,51.2
AZ,Sawmill CDP,70.9,51
AZ,Scenic CDP,81.9,16.2
AZ,Scottsdale city,96.2,9.5
AZ,Seba Dalkai CDP,48.2,33.9
AZ,Second Mesa CDP,82.3,28.4
AZ,Sedona city,95.6,8.1
AZ,Sehili CDP,79.5,58.8
AZ,Seligman CDP,83.3,26.1
AZ,Sells CDP,80.2,48.5
AZ,Seven Mile CDP,77.2,54.1
AZ,Shongopovi CDP,81.2,46.4
AZ,Shonto CDP,77.3,29.7
AZ,Show Low city,88.7,18.4
AZ,Sierra Vista city,93.2,12.7
AZ,Sierra Vista Southeast CDP,94.7,15.3
AZ,Six Shooter Canyon CDP,87.3,28.9
AZ,Snowflake town,90.6,9.9
AZ,So-Hi CDP,82.7,18.8
AZ,Solomon CDP,70.7,21.2
AZ,Somerton city,51,31.5
AZ,Sonoita CDP,97.4,9.2
AZ,South Komelik CDP,100,78.1
AZ,South Tucson city,59.7,48.7
AZ,Springerville town,82.1,36.3
AZ,Spring Valley CDP,86.9,29.7
AZ,Stanfield CDP,74.6,68.5
AZ,Star Valley town,90.6,18
AZ,Steamboat CDP,64.5,57.8
AZ,Stotonic Village CDP,64.1,60.7
AZ,Strawberry CDP,93.3,6
AZ,Summerhaven CDP,100,0
AZ,Summit CDP,53.2,43.4
AZ,Sun City CDP,91,8.4
AZ,Sun City West CDP,94.1,5.4
AZ,Sunizona CDP,82.1,39
AZ,Sun Lakes CDP,95.3,6.2
AZ,Sun Valley CDP,83.6,72.5
AZ,Sunwest CDP,100,0
AZ,Supai CDP,100,0
AZ,Superior town,80.3,18.2
AZ,Surprise city,92.9,9.8
AZ,Sweet Water Village CDP,76.8,9.9
AZ,Swift Trail Junction CDP,91.2,27
AZ,Tacna CDP,76.3,20
AZ,Tanque Verde CDP,96.5,6
AZ,Tat Momoli CDP,0,100
AZ,Taylor town,84.1,18.7
AZ,Teec Nos Pos CDP,78.5,41.7
AZ,Tees Toh CDP,69.6,46.3
AZ,Tempe city,91.7,21.6
AZ,Thatcher town,93.8,17.1
AZ,Theba CDP,17.5,6.9
AZ,Three Points CDP,74.4,29.6
AZ,Tolani Lake CDP,68.5,45.1
AZ,Tolleson city,62.4,29.3
AZ,Tombstone city,88.6,21.9
AZ,Tonalea CDP,65.8,18.7
AZ,Tonopah CDP,100,0
AZ,Tonto Basin CDP,92,25
AZ,Tonto Village CDP,100,0
AZ,Topawa CDP,81.6,65.3
AZ,Topock CDP,100,100
AZ,Top-of-the-World CDP,71.9,9.2
AZ,Toyei CDP,-,-
AZ,Truxton CDP,82.7,16.6
AZ,Tsaile CDP,79.2,46.9
AZ,Tubac CDP,99.2,7.8
AZ,Tuba City CDP,88.1,32.4
AZ,Tucson city,84.2,25.3
AZ,Tucson Estates CDP,88.1,16
AZ,Tumacacori-Carmen CDP,85.2,6
AZ,Turkey Creek CDP,69.9,16
AZ,Tusayan town,88.9,21.7
AZ,Upper Santan Village CDP,61.9,53
AZ,Utting CDP,35.3,15.8
AZ,Vail CDP,95,8.3
AZ,Vaiva Vo CDP,50,100
AZ,Valencia West CDP,82.5,13.4
AZ,Valentine CDP,37.3,48.5
AZ,Valle CDP,31.9,80.6
AZ,Valle Vista CDP,91.9,14.6
AZ,Ventana CDP,77.8,100
AZ,Verde Village CDP,85.8,19
AZ,Vernon CDP,100,0
AZ,Vicksburg CDP,64.5,9.4
AZ,Village of Oak Creek (Big Park) CDP,94.5,7.6
AZ,Wagon Wheel CDP,88.9,24.8
AZ,Wahak Hotrontk CDP,89.5,23
AZ,Wall Lane CDP,39.6,34.1
AZ,Walnut Creek CDP,95.9,32.5
AZ,Washington Park CDP,100,0
AZ,Wellton town,84.7,12.7
AZ,Wellton Hills CDP,100,7.9
AZ,Wenden CDP,55.5,30.9
AZ,Wet Camp Village CDP,37.7,30.4
AZ,Wheatfields CDP,79.3,22
AZ,Whetstone CDP,88.8,9.5
AZ,Whispering Pines CDP,100,79.3
AZ,Whitecone CDP,63.3,63.2
AZ,White Hills CDP,76.3,18.5
AZ,White Mountain Lake CDP,78.4,42.3
AZ,Whiteriver CDP,72.3,50.4
AZ,Why CDP,91.3,13.6
AZ,Wickenburg town,89.7,16.9
AZ,Wide Ruins CDP,40.7,100
AZ,Wikieup CDP,57.4,16.7
AZ,Wilhoit CDP,80.1,24
AZ,Willcox city,84.8,18
AZ,Williams city,88.6,28.1
AZ,Williamson CDP,94.5,8.2
AZ,Willow Canyon CDP,-,-
AZ,Willow Valley CDP,85.4,14.7
AZ,Window Rock CDP,81.5,29.2
AZ,Winkelman town,84.5,11.6
AZ,Winslow city,79.6,30.1
AZ,Winslow West CDP,56.5,48.1
AZ,Wintersburg CDP,100,0
AZ,Wittmann CDP,95.5,9.9
AZ,Woodruff CDP,100,0
AZ,Yarnell CDP,91.2,15.5
AZ,York CDP,96.2,40.9
AZ,Young CDP,91.5,10
AZ,Youngtown town,82.7,22.5
AZ,Yucca CDP,82,36.2
AZ,Yuma city,77.5,18.4
AR,Adona city,79.3,18.9
AR,Alexander city,78.1,26.4
AR,Alicia town,79.2,47.9
AR,Allport town,80.5,44.4
AR,Alma city,88.7,21
AR,Almyra town,91.4,21.7
AR,Alpena town,80,31.7
AR,Altheimer city,80,22.8
AR,Altus city,80.7,12.8
AR,Amagon town,74.3,21.6
AR,Amity city,89.8,41.3
AR,Anthonyville town,47,16
AR,Antoine town,78.7,9.8
AR,Arkadelphia city,85.9,33
AR,Arkansas City city,73.9,18.2
AR,Ashdown city,88.2,22.8
AR,Ash Flat city,74.1,34.1
AR,Atkins city,79.6,8.8
AR,Aubrey town,69,17.1
AR,Augusta city,72.2,31.4
AR,Austin city,95.9,7.7
AR,Avilla CDP,91.3,1.4
AR,Avoca town,88,8.2
AR,Bald Knob city,73.9,23.6
AR,Banks town,81.9,41.9
AR,Barling city,81.7,18.2
AR,Bassett town,63.9,45.1
AR,Batesville city,84.6,20.9
AR,Bauxite town,76.2,19.8
AR,Bay city,85.7,15.2
AR,Bearden city,84.9,36
AR,Beaver town,91.7,1.3
AR,Beebe city,83.6,28.8
AR,Beedeville town,71.1,43.8
AR,Bella Vista city,94.7,4.8
AR,Bellefonte town,81.2,15
AR,Belleville city,69.5,21.2
AR,Ben Lomond town,70.3,25
AR,Benton city,87,11.4
AR,Bentonville city,92.4,7.7
AR,Bergman town,81.3,11.5
AR,Berryville city,75.2,26.4
AR,Bethel Heights city,81.8,18.5
AR,Bigelow town,72.6,21.5
AR,Big Flat town,62.5,16.9
AR,Biggers town,72.8,15.8
AR,Birdsong town,60,2.4
AR,Black Oak town,80.1,16.1
AR,Black Rock city,77.7,28.9
AR,Black Springs town,56.5,5.7
AR,Blevins city,78.7,22.7
AR,Blue Eye town,16.7,74.4
AR,Blue Mountain town,75,25.5
AR,Bluff City town,75,11.9
AR,Blytheville city,83,27
AR,Bodcaw town,72.2,3.5
AR,Bonanza city,78,9.7
AR,Bono city,80.3,16.8
AR,Booneville city,80.9,33.1
AR,Bradford city,76.2,29.9
AR,Bradley city,70.8,41.7
AR,Branch city,70.1,22.3
AR,Briarcliff city,86.9,27.5
AR,Brinkley city,76.5,36.3
AR,Brookland city,76.5,17.2
AR,Bryant city,93.5,4.1
AR,Buckner city,74.2,18.9
AR,Bull Shoals city,93.4,13.9
AR,Burdette town,81.3,5.6
AR,Cabot city,92.4,11.4
AR,Caddo Valley town,94,17
AR,Caldwell town,78.7,27.6
AR,Cale town,92,21.2
AR,Calico Rock city,76.7,30.4
AR,Calion city,67,7.8
AR,Camden city,82,31.4
AR,Cammack Village city,99,5.7
AR,Campbell Station city,84.8,13.3
AR,Caraway city,79.2,22.3
AR,Carlisle city,83.7,5.9
AR,Carthage city,76.6,19
AR,Casa town,81.4,11.1
AR,Cash town,67.4,28.9
AR,Caulksville town,84.6,10.8
AR,Cave City city,80.3,32.1
AR,Cave Springs city,92.2,2.9
AR,Cedarville city,81.4,14.3
AR,Center Ridge CDP,86.3,41.3
AR,Centerton city,91.4,6.2
AR,Central City town,85.6,13.5
AR,Charleston city,89.9,11.9
AR,Cherokee City CDP,100,57.8
AR,Cherokee Village city,90.9,20.3
AR,Cherry Valley city,78.4,22.2
AR,Chester town,58.4,30.3
AR,Chidester city,74.6,24.4
AR,Clarendon city,74.7,46.5
AR,Clarkedale city,90.4,0
AR,Clarksville city,78.1,24.9
AR,Clinton city,81.8,23.3
AR,Coal Hill city,77.1,28.3
AR,College City city,95.3,24.6
AR,College Station CDP,59.7,0
AR,Colt city,70,29.6
AR,Concord town,82.1,12
AR,Conway city,92.9,18.4
AR,Corinth town,94.2,0
AR,Corning city,77,22.8
AR,Cotter city,91.6,25.8
